_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
187555,4290884,2018.0,2018,1960.0,PRIVATE,6,York Centre,5 ROSSEAU RD,3,11,2019-03-04,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,3.0,5.0,4.0,3.0,4.0,,4.0,3.0,,N0629,43.741804201099995,-79.4363369566,309912.311,4844428.739
187556,4154583,2017.0,2018,1955.0,PRIVATE,6,York Centre,9 ROSSEAU RD,3,11,2019-03-04,83,Evaluation needs to be conducted in 2 years,16,5.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,N0629,43.7421552614,-79.4365679609,309893.67699999997,4844467.728
187557,4155782,2017.0,2018,1965.0,TCHC,1,Etobicoke North,101 KENDLETON DR,7,221,2019-03-04,68,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,W0123,43.7383578677,-79.580925169,298266.007,4844047.228
187558,4155781,2017.0,2018,1965.0,TCHC,1,Etobicoke North,111 KENDLETON DR,7,58,2019-03-04,76,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,W0123,43.737879704499996,-79.581199625,298243.847,4843994.13
187559,4156208,2017.0,2018,1965.0,TCHC,1,Etobicoke North,121 KENDLETON DR,11,194,2019-03-04,68,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,W0123,43.7376027043,-79.5808305747,298273.543,4843963.329
187560,4154301,2017.0,2018,1957.0,PRIVATE,5,York South-Weston,2368 KEELE ST,4,47,2019-03-04,79,Evaluation needs to be conducted in 3 years,16,4.0,4.0,4.0,4.0,3.0,5.0,,4.0,,4.0,4.0,3.0,5.0,4.0,3.0,4.0,,4.0,4.0,,W0529,43.7062112657,-79.4778036313,306573.365,4840472.875
187561,4154300,2017.0,2018,1957.0,PRIVATE,5,York South-Weston,2370 KEELE ST,4,46,2019-03-04,75,Evaluation needs to be conducted in 3 years,16,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,3.0,3.0,3.0,5.0,4.0,3.0,4.0,,4.0,3.0,,W0529,43.7064605182,-79.4782573528,306536.791,4840500.558
187562,4152983,2017.0,2018,1968.0,PRIVATE,4,Parkdale-High Park,109 JAMESON AVE,7,118,2019-03-04,44,Evaluation needs to be conducted in 1 year,18,2.0,2.0,3.0,2.0,3.0,2.0,,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,,S0437,43.635775261400006,-79.4351441471,310017.478,4832649.546
187563,4155465,2017.0,2018,1984.0,TCHC,1,Etobicoke North,10 HUMBERLINE DR,13,179,2019-03-04,69,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,,4.0,3.0,4.0,3.0,4.0,4.0,,3.0,3.0,4.0,W0125,43.7312483321,-79.61180489510001,295777.595,4843260.265
187564,4155907,2017.0,2018,1960.0,PRIVATE,8,Eglinton-Lawrence,99 MARLEE AVE,6,59,2019-03-04,83,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,4.0,4.0,5.0,,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,N0832,43.7009946331,-79.4402809991,309597.858,4839894.798
187565,4154587,2017.0,2018,1955.0,PRIVATE,6,York Centre,19 ROSSEAU RD,3,11,2019-03-04,81,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,N0629,43.7429016384,-79.4368905262,309867.637,4844550.629
187566,4154588,2017.0,2018,1955.0,PRIVATE,6,York Centre,21 ROSSEAU RD,3,11,2019-03-04,83,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,5.0,4.0,,N0629,43.743072408,-79.4368800635,309868.466,4844569.601
187567,4154900,2017.0,2018,1966.0,PRIVATE,16,Don Valley East,105 ROWENA DR,12,243,2019-03-04,87,Evaluation needs to be conducted in 3 years,19,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,,N1625,43.750896864,-79.31418886,319750.673,4845444.329
187568,4153154,2017.0,2018,1940.0,PRIVATE,9,Davenport,19-21 RUSHOLME RD,3,11,2019-03-04,80,Evaluation needs to be conducted in 3 years,17,4.0,4.0,4.0,5.0,4.0,4.0,,4.0,,5.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,,S0934,43.6501462155,-79.426728893,310695.11600000004,4834246.595
187569,4152604,2019.0,2018,1954.0,PRIVATE,20,Scarborough Southwest,1051 VICTORIA PARK AVE,3,11,2019-03-04,58,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,,2.0,2.0,2.0,5.0,2.0,3.0,3.0,,3.0,2.0,,E2028,43.706282345,-79.29457963899999,321339.63899999997,4840501.868
187570,4152607,2018.0,2018,1955.0,PRIVATE,20,Scarborough Southwest,1075 VICTORIA PARK AVE,3,18,2019-03-04,75,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,3.0,4.0,4.0,,4.0,,,4.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,,E2028,43.7075785212,-79.2951531755,321293.32300000003,4840644.802
187571,4167693,2017.0,2018,1925.0,PRIVATE,12,Toronto-St. Paul's,326 AVENUE RD,3,18,2019-03-04,73,Evaluation needs to be conducted in 2 years,15,3.0,3.0,5.0,4.0,4.0,4.0,,3.0,,,4.0,4.0,5.0,3.0,3.0,3.0,,4.0,3.0,,S1237,43.6804137344,-79.3992855115,312904.833,4837611.481000001
187572,4155475,2017.0,2018,1959.0,PRIVATE,3,Etobicoke-Lakeshore,2369 LAKE SHORE BLVD W,4,87,2019-03-02,79,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,,W0336,43.615736635,-79.48788213569999,305762.403,4830421.51
187573,4155480,2017.0,2018,1954.0,PRIVATE,3,Etobicoke-Lakeshore,2309 LAKE SHORE BLVD W,4,28,2019-03-02,71,Evaluation needs to be conducted in 2 years,14,3.0,3.0,4.0,3.0,4.0,4.0,,4.0,,,4.0,3.0,,3.0,3.0,4.0,,4.0,4.0,,W0336,43.6177159242,-79.4864921975,305843.963,4830639.407
187574,4155497,2017.0,2018,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2537 LAKE SHORE BLVD W,3,75,2019-03-02,71,Evaluation needs to be conducted in 3 years,15,3.0,3.0,4.0,3.0,4.0,3.0,,3.0,,,4.0,3.0,,4.0,4.0,3.0,4.0,4.0,4.0,,W0336,43.6096967981,-79.48808184090001,305746.372,4829750.512
187575,4155498,2017.0,2018,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2531 LAKE SHORE BLVD W,6,110,2019-03-02,71,Evaluation needs to be conducted in 3 years,16,3.0,4.0,4.0,4.0,4.0,3.0,,3.0,3.0,,4.0,4.0,,4.0,3.0,3.0,4.0,4.0,3.0,,W0336,43.6100722111,-79.4872983362,305809.615,4829792.226
187576,4154594,2017.0,2018,1960.0,PRIVATE,6,York Centre,3886 BATHURST ST,4,28,2019-03-01,81,Evaluation needs to be conducted in 3 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0629,43.7425586658,-79.4358613114,309950.559,4844512.5819999995
187577,4153673,2017.0,2018,1925.0,PRIVATE,19,Beaches-East York,1836 QUEEN ST E,3,30,2019-03-01,63,Evaluation needs to be conducted in 1 year,14,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,,,S1937,43.668459839700006,-79.3083945127,320236.165,4836296.316000001
187578,4255639,2017.0,2018,1958.0,PRIVATE,6,York Centre,3892 BATHURST ST,4,29,2019-03-01,80,Evaluation needs to be conducted in 3 years,18,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0629,43.7434082463,-79.4360131728,309938.25899999996,4844606.96
187579,4153812,2017.0,2018,1963.0,PRIVATE,15,Don Valley West,420 EGLINTON AVE E,5,44,2019-03-01,74,Evaluation needs to be conducted in 2 years,19,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,,N1537,43.7097985211,-79.3852685369,314030.547,4840877.597
187580,4153811,2017.0,2018,1960.0,PRIVATE,15,Don Valley West,440 EGLINTON AVE E,10,90,2019-03-01,87,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,4.0,3.0,,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,,N1537,43.7098728006,-79.3847266603,314074.202,4840885.908
187581,4329455,2018.0,2018,1900.0,PRIVATE,8,Eglinton-Lawrence,485 DUPLEX AVE,3,36,2019-03-01,75,Evaluation needs to be conducted in 3 years,16,4.0,4.0,4.0,3.0,3.0,4.0,,4.0,,4.0,4.0,3.0,5.0,3.0,4.0,4.0,,3.0,4.0,,N0833,43.7099483796,-79.4004676856,312805.619,4840892.672
187582,4154013,2017.0,2018,1900.0,PRIVATE,8,Eglinton-Lawrence,487 DUPLEX AVE,3,36,2019-03-01,74,Evaluation needs to be conducted in 3 years,16,4.0,4.0,4.0,3.0,3.0,4.0,,4.0,,4.0,3.0,3.0,5.0,3.0,4.0,4.0,,3.0,4.0,,N0833,43.710114718199996,-79.4005329944,312800.334,4840911.145
187583,4155771,2017.0,2018,1958.0,PRIVATE,3,Etobicoke-Lakeshore,2495 LAKE SHORE BLVD W,3,45,2019-03-01,75,Evaluation needs to be conducted in 2 years,16,4.0,3.0,4.0,4.0,3.0,4.0,,3.0,,4.0,4.0,3.0,5.0,4.0,3.0,4.0,,4.0,4.0,,W0336,43.612342428199995,-79.4891538112,305659.804,4830044.4180000005
187584,4155009,2017.0,2018,1950.0,PRIVATE,9,Davenport,22 ROBINA AVE,3,20,2019-03-01,70,Evaluation needs to be conducted in 2 years,16,4.0,3.0,4.0,3.0,4.0,3.0,,3.0,,4.0,3.0,4.0,5.0,3.0,3.0,3.0,,4.0,3.0,,S0925,43.6807571729,-79.4354334131,309990.19399999996,4837646.768
187585,4152591,2017.0,2018,1976.0,PRIVATE,20,Scarborough Southwest,30 DENTON AVE,22,575,2019-03-01,83,Evaluation needs to be conducted in 3 years,19,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,E2028,43.693978012799995,-79.28769906560001,321897.909,4839135.311000001
187586,4153159,2017.0,2018,1930.0,PRIVATE,9,Davenport,1044 COLLEGE ST,3,43,2019-03-01,71,Evaluation needs to be conducted in 2 years,15,3.0,4.0,5.0,4.0,2.0,4.0,,4.0,,,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,,,S0934,43.6532080545,-79.4302809543,310408.275,4834586.517
187587,4221299,2017.0,2018,1950.0,PRIVATE,9,Davenport,1094 COLLEGE ST,3,19,2019-03-01,63,Evaluation needs to be conducted in 3 years,14,3.0,2.0,5.0,2.0,2.0,3.0,,4.0,,,3.0,2.0,5.0,3.0,3.0,3.0,,4.0,,,S0934,43.6528825044,-79.4321278569,310259.331,4834550.221
187588,4152593,2017.0,2018,1982.0,PRIVATE,20,Scarborough Southwest,30 BURN HILL RD,22,238,2019-03-01,77,Evaluation needs to be conducted in 3 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,E2028,43.6992222546,-79.2778348112,322691.471,4839719.991
187589,4153161,,2018,1926.0,PRIVATE,9,Davenport,1121 BLOOR ST W,4,11,2019-03-01,63,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,2.0,3.0,3.0,,4.0,,,2.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,,S0934,43.659766697799995,-79.4348680192,310037.689,4835314.866
187590,4153158,2017.0,2018,1905.0,PRIVATE,9,Davenport,1 HAVELOCK ST,3,18,2019-03-01,73,Evaluation needs to be conducted in 2 years,15,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,,,5.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,,,S0934,43.6531913676,-79.42927202199999,310489.665,4834584.737
187591,4156014,2018.0,2018,1950.0,PRIVATE,5,York South-Weston,1 GREENBROOK DR,3,23,2019-03-01,73,Evaluation needs to be conducted in 2 years,14,4.0,4.0,4.0,4.0,4.0,3.0,,3.0,,,4.0,4.0,5.0,3.0,,3.0,,3.0,3.0,,W0532,43.696926149,-79.475711635,306735.523,4839446.054
187592,4153786,2017.0,2018,1956.0,PRIVATE,15,Don Valley West,299 FORMAN AVE,4,29,2019-03-01,61,Building Audit,15,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,,,2.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,N1530,43.7077721579,-79.38523195970001,314033.795,4840652.473
187593,4153787,2017.0,2018,1955.0,PRIVATE,15,Don Valley West,341 FORMAN AVE,4,15,2019-03-01,75,Evaluation needs to be conducted in 3 years,16,4.0,4.0,5.0,4.0,4.0,3.0,,3.0,,3.0,4.0,4.0,5.0,3.0,3.0,3.0,,4.0,4.0,,N1530,43.7088608349,-79.38577257,313990.06899999996,4840773.368
187594,4155091,2017.0,2018,1953.0,PRIVATE,5,York South-Weston,2558 EGLINTON AVE W,4,29,2019-03-01,77,Evaluation needs to be conducted in 3 years,15,4.0,4.0,4.0,3.0,5.0,3.0,,4.0,,,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,3.0,,W0533,43.6911440521,-79.47186375310001,307052.604,4838799.09
187595,4153678,2017.0,2018,1950.0,PRIVATE,19,Beaches-East York,156 KINGSTON RD,4,62,2019-03-01,73,Evaluation needs to be conducted in 2 years,17,4.0,3.0,3.0,4.0,4.0,4.0,,4.0,,4.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,,S1937,43.671139903900006,-79.3114153921,319991.88,4836593.512
187596,4153676,2017.0,2018,1934.0,PRIVATE,19,Beaches-East York,204 KINGSTON RD,3,15,2019-03-01,75,Evaluation needs to be conducted in 2 years,16,4.0,4.0,3.0,4.0,4.0,4.0,,3.0,,4.0,4.0,3.0,5.0,3.0,4.0,4.0,,4.0,3.0,,S1937,43.6722400679,-79.3102957191,320081.891,4836715.941000001
187597,4152599,2017.0,2018,1972.0,PRIVATE,20,Scarborough Southwest,263 PHARMACY AVE,21,329,2019-03-01,79,Evaluation needs to be conducted in 3 years,20,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,E2028,43.6998540886,-79.2849399311,322118.62,4839788.691000001
187598,4155843,2017.0,2018,1952.0,PRIVATE,20,Scarborough Southwest,3214 ST CLAIR AVE E,3,16,2019-03-01,77,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,3.0,3.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,4.0,,E2021,43.710470468400004,-79.2900582076,321703.085,4840967.096
187599,4156305,2017.0,2018,1952.0,PRIVATE,20,Scarborough Southwest,3218 ST CLAIR AVE E,3,16,2019-03-01,76,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,3.0,3.0,3.0,,4.0,,,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,4.0,,E2021,43.7103165144,-79.2898372595,321720.933,4840950.037
187600,4155906,2017.0,2018,1940.0,PRIVATE,9,Davenport,966 ST CLAIR AVE W,4,11,2019-03-01,71,Evaluation needs to be conducted in 2 years,14,4.0,4.0,3.0,4.0,3.0,3.0,,3.0,,,4.0,4.0,4.0,3.0,4.0,3.0,,4.0,,,S0928,43.67961435,-79.436448672,309901.703,4837533.376
187601,4266442,2017.0,2018,1927.0,PRIVATE,19,Beaches-East York,125 KENILWORTH AVE,3,20,2019-03-01,74,Evaluation needs to be conducted in 2 years,14,4.0,4.0,4.0,4.0,3.0,3.0,,4.0,,,4.0,4.0,5.0,3.0,4.0,3.0,,3.0,,,S1938,43.6703285166,-79.302100905,320743.2,4836505.1
187602,4155783,2017.0,2018,1955.0,PRIVATE,8,Eglinton-Lawrence,101 MARLEE AVE,6,58,2019-03-01,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,,N0832,43.701461008,-79.440472942,309582.088,4839947.551
187603,4152589,2017.0,2018,1969.0,PRIVATE,20,Scarborough Southwest,10 MACEY AVE,16,255,2019-03-01,80,Evaluation needs to be conducted in 1 year,18,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2028,43.6922807906,-79.2871199966,321945.072,4838946.874
187604,4155773,2017.0,2018,1966.0,PRIVATE,16,Don Valley East,100 ROWENA DR,12,248,2019-03-01,79,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,N1625,43.7517238195,-79.3143707442,319733.599,4845545.465
187605,4155020,2017.0,2018,1971.0,PRIVATE,12,Toronto-St. Paul's,330 WINNETT AVE,4,39,2019-03-01,79,Evaluation needs to be conducted in 3 years,17,4.0,4.0,5.0,4.0,4.0,3.0,,3.0,,4.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,3.0,,S1223,43.692275689700004,-79.4350591351,310019.468,4838926.465
187606,4155022,2017.0,2018,1957.0,PRIVATE,12,Toronto-St. Paul's,481 VAUGHAN RD,7,97,2019-03-01,78,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,,S1223,43.689882743000005,-79.43517980899999,310009.678,4838661.56
187607,4253806,2017.0,2018,1956.0,PRIVATE,11,University-Rosedale,1 ROSEDALE RD,4,25,2019-03-01,77,Evaluation needs to be conducted in 3 years,18,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,S1129,43.674781847,-79.38361137,314169.232,4836988.448
187608,4154963,2017.0,2018,1960.0,PRIVATE,12,Toronto-St. Paul's,40 RAGLAN AVE,7,61,2019-03-01,85,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,4.0,5.0,,4.0,,,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,,S1229,43.684203196000006,-79.4203922096,311202.622,4838030.657
187609,4154962,2018.0,2018,1928.0,PRIVATE,12,Toronto-St. Paul's,50 RAGLAN AVE,4,32,2019-03-01,61,Evaluation needs to be conducted in 2 years,14,3.0,3.0,4.0,3.0,2.0,3.0,,4.0,,,3.0,4.0,2.0,3.0,3.0,3.0,,3.0,,,S1229,43.6844655265,-79.4205577721,311189.247,4838059.79
187610,4154981,2017.0,2018,1963.0,PRIVATE,12,Toronto-St. Paul's,120 RAGLAN AVE,9,175,2019-03-01,87,Evaluation needs to be conducted in 3 years,19,5.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,S1229,43.6866664958,-79.4213590285,311124.424,4838304.266
187611,4154592,2017.0,2018,1958.0,PRIVATE,6,York Centre,3890 BATHURST ST,4,30,2019-03-01,81,Evaluation needs to be conducted in 3 years,18,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,N0629,43.7431564667,-79.4359561971,309942.868,4844578.99
187612,4155834,2017.0,2018,1969.0,TCHC,13,Toronto Centre,275 BLEECKER ST,21,301,2019-02-28,67,Evaluation needs to be conducted in 2 years,19,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,S1323,43.66883593520001,-79.3737051125,314969.275,4836328.077
187613,4154971,2017.0,2018,1929.0,PRIVATE,12,Toronto-St. Paul's,120 VAUGHAN RD,3,24,2019-02-28,76,Evaluation needs to be conducted in 2 years,14,4.0,3.0,4.0,4.0,,4.0,,3.0,,,4.0,5.0,3.0,4.0,4.0,4.0,,3.0,4.0,,S1229,43.684541083,-79.4218295295,311086.706,4838068.087
187614,4153165,2017.0,2018,1928.0,PRIVATE,9,Davenport,1019 BLOOR ST W,3,26,2019-02-28,60,Evaluation needs to be conducted in 1 year,14,3.0,3.0,3.0,3.0,,2.0,,4.0,,,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,S0934,43.6606296548,-79.4308395547,310362.521,4835410.9969999995
187615,4255640,2017.0,2018,1958.0,PRIVATE,6,York Centre,3894 BATHURST ST,4,29,2019-02-28,83,Evaluation needs to be conducted in 3 years,18,4.0,4.0,3.0,5.0,4.0,5.0,,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,N0629,43.743702668100006,-79.43607830170001,309932.99,4844639.666999999
187616,4154591,2017.0,2018,1958.0,PRIVATE,6,York Centre,3896 BATHURST ST,4,30,2019-02-28,81,Evaluation needs to be conducted in 3 years,18,4.0,4.0,3.0,4.0,4.0,5.0,,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,N0629,43.7439610802,-79.4361472401,309927.417,4844668.373
187617,4154001,2017.0,2018,1955.0,PRIVATE,12,Toronto-St. Paul's,211 EGLINTON AVE W,3,31,2019-02-28,71,Evaluation needs to be conducted in 3 years,14,3.0,3.0,5.0,4.0,4.0,3.0,,3.0,,,3.0,4.0,5.0,3.0,3.0,3.0,,4.0,,,S1227,43.705039078,-79.405292084,312417.183,4840347.741
187618,4154002,2017.0,2018,1940.0,PRIVATE,12,Toronto-St. Paul's,166 EASTBOURNE AVE,3,21,2019-02-28,76,Evaluation needs to be conducted in 2 years,14,4.0,4.0,5.0,4.0,3.0,4.0,,3.0,,,4.0,4.0,5.0,3.0,3.0,3.0,,4.0,,,S1227,43.7051010779,-79.40500513229999,312440.564,4840353.701
187619,4155680,2017.0,2018,1930.0,PRIVATE,12,Toronto-St. Paul's,3 BROADWAY AVE,4,36,2019-02-28,72,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,4.0,3.0,,2.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,,4.0,3.0,,S1221,43.70948336,-79.39845180489999,312968.13800000004,4840841.205
187620,4153824,2017.0,2018,1956.0,PRIVATE,12,Toronto-St. Paul's,65 BROADWAY AVE,4,71,2019-02-28,71,Evaluation needs to be conducted in 2 years,18,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,,S1221,43.709917503,-79.395277053,313223.67,4840890.703
187621,4379646,2018.0,2018,1923.0,PRIVATE,9,Davenport,1212 BLOOR ST W,3,16,2019-02-28,72,Evaluation needs to be conducted in 2 years,15,3.0,4.0,4.0,4.0,,2.0,,4.0,,,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,,S0930,43.6593129835,-79.4389019966,309712.36699999997,4835264.218
187622,4155637,2017.0,2018,1957.0,TCHC,8,Eglinton-Lawrence,3 FLEMINGTON RD,3,31,2019-02-28,68,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,4.0,4.0,3.0,3.0,4.0,3.0,,4.0,3.0,,N0823,43.719157062,-79.442145009,309445.958,4841913.386
187623,4155636,2017.0,2018,1957.0,TCHC,8,Eglinton-Lawrence,5 FLEMINGTON RD,3,31,2019-02-28,69,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,4.0,4.0,3.0,3.0,4.0,3.0,,4.0,4.0,,N0823,43.718613593,-79.442694709,309401.70399999997,4841852.977
187624,4155632,2017.0,2018,1957.0,TCHC,8,Eglinton-Lawrence,7 FLEMINGTON RD,4,30,2019-02-28,68,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,4.0,4.0,3.0,3.0,4.0,3.0,,4.0,3.0,,N0823,43.719109071000005,-79.444361414,309268.912,4841893.813999999
187625,4155643,2017.0,2018,1957.0,TCHC,8,Eglinton-Lawrence,9 FLEMINGTON RD,4,30,2019-02-28,68,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,4.0,4.0,3.0,3.0,4.0,3.0,,4.0,3.0,,N0823,43.718738197700006,-79.4460430714,309132.157,4841865.686000001
187626,4155642,2017.0,2018,1957.0,TCHC,8,Eglinton-Lawrence,11 FLEMINGTON RD,4,31,2019-02-28,68,Evaluation needs to be conducted in 2 years,15,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,,,4.0,4.0,3.0,3.0,4.0,3.0,,4.0,3.0,,N0823,43.7186973577,-79.4474458421,309019.977,4841871.044
187627,4155257,2017.0,2018,1968.0,PRIVATE,3,Etobicoke-Lakeshore,5 HILL HEIGHTS RD,5,36,2019-02-28,64,Evaluation needs to be conducted in 3 years,18,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0327,43.638458523599994,-79.4925019413,305389.291,4832945.746
